text,predicted_label
kalau boleh jujur yg bikin aku trauma buat berada dlm suatu hubungan ya bapakku sendiri aku sayang bapakku tapi aku gak suka sama sifat buruknya kapan lalu aku sampe nangis pas liat blio dengan sifat buruknya itu rasanya sampe degdegan mampus takut menikah dengan org yg salah,trauma masa lalu
hari pertama menikah langsung dikasih anak pertama semoga anas ngga trauma ya punya ortu kaya kita,tekanan sosial
iya lagi yu aku juga berpikir kayak kamu kalo nggak nikah di umur yg tua lebih baik ga usah menikah kalo masih ada trauma daripada maksain tapi masih takut sama masa lalu kasian anak kita nanti yang gatau apa apa malah harus menanggung trauma dari salah satu ortunya,trauma masa lalu
saya udah tua tp belum punya pacar apalagi rencana menikah apa iya kata orang sy punya trauma,trauma masa lalu
pemikiran ini dibangun dari trauma bahwa kalau cintanya cuma salah satu yg lebih besar bakalan dibodohi padahal ketika mulai komitmen entah pacaran atau menikah keduanya harus saling dalam hal apa pun kalau kita nggak cinta gimana bisa kita nerima lebih dan kurangnya kan,trauma masa lalu
dan kaya gini gw gaboleh trauma buat ambil keputusan menikah,tekanan sosial
seorang teman ngobrol di warkop berkata kenapa ngga nyari penghasilan tambahan kalau yang sekarang cuma bisa menghidupi diri sendiri mungkin dengan begitu lo jadi lebih berani cari pasangan apalagi berpikiran sampai menikah dan mungkin bisa mengatasi trauma masa lalu,trauma masa lalu
cerita ajaa pengalaman temennya papaku selama pacaran pihak cowo nge tf smua gaji ke cewenya eh cewenya selingkuh smua duit dibawa kabur akhirnya sampe skrg gamau menikah krn trauma yah smoga sendernya ga gtuu,trauma masa lalu
changmin menikah masih menjadi trauma terbesar sepanjang menjadi kpopers,trauma masa lalu
abis lihat di rp ada main cast the trauma co de menikah,trauma masa lalu
tenang kamu nggak sendirian di deeptalk online menghadapi ketakutan menikah kita bakal ngobrol bareng psikolog dan temanbertumbuh buat gali bareng kenapa ketakutan ini muncul apa hubungannya sama trauma masa lalu gimana biar nggak salah pilih pasangan,trauma masa lalu
jebule trauma mendalam iki mas teguh nya bang utun sudah engga mau menikah sudah gak mau pula bercinta lagi,tidak ingin menikah
sepertinya aku enggak ada niatan buat menikah maskenapamelihat dari pernikahan mereka jujur buat aku traumakenapa kamu enggak lihat pernikahan mas sebagai contohiya kalau ketemu jodoh yang baik selayaknya jodohnya mas orang di sekitarku enggak ada,takut gagal membangun keluarga
benerr soale mengaca ku dr teman ku yg sudah menikah dan akhire kayak trauma dewe,trauma masa lalu
maksudnya bapaknya sendiri yang melakukan hal tsb jadinya trauma buat menikah alhamdulillah kalo rumah tangga ane adem ayem tentrem,tidak percaya pasangan
beban atuh pak ke anaknya saat anak tidak bisa menjadi apa yg diharapkan orang tua lalu dianggap jadi anak tidak berguna lalu anak trauma kemudian mereka menikah mewariskan lagi trauma ke generasi berikutnya,trauma masa lalu
mencari cinta yg baru trus dijalani beberapa bulan bahkan mungkin ampe menikah itu jauh lebih gampang drpd buat menyembuhkan childhood trauma dan belajar mencintai diri sendiri jadi tuhan kl memang dia kau turunkan untuk menguji saya tolong kuatkanlah imanku,tekanan sosial
happy sebenernya happy banget ini mah otw harqeel menikah tapi rada trauma sama konvoi sebelumnya trs gk lama abistuh ada badai ya allah happy endingkanlah mereka masyaallahharqeel salam namaste,tekanan sosial
alasan terbesar belum mau menikah diumur selain trauma keluarga masih berantakan secara finansial,trauma masa lalu
aku jadi ga enak sama bapaknya anak itu mantau story ku terus mungkin baru bisa lega kalau aku sudah menikah ya semoga bapaknya ga kepikiran sama aku atas kejadian ini i am fine gwencana yang menyakitiku bukan anakmu saja kok pak ini efek akumulasi trauma yg menumpuk,trauma masa lalu
idk why tp pny feeling bakal ngerasain patah hati terbesar yg buat aku trauma seumur hidup dan gamau menikah amit sih tp dr smalem agak ngeganjel,trauma masa lalu
lebih aneh kalo sahabat menikah sama mantan yg bikin dia trauma,trauma masa lalu
trauma menikah trauma punya anak wkwkwk trauma pacaran wkwkwk masa iya gue hidup gini gini aja sampe meninggal sih,trauma masa lalu
bener kak aku dr awal ngmg sm cowo klo aku ada mental issue trauma struggle bertahun dgn obat psikiatri dia ok aja belajar soal penyakitku akhirnya dia ttp stay sm aku kita menikah gakebayang klo dia gatau aku gabisa jd diriku sendiri bahkan ketika sudah menikah,tekanan sosial
selalu mendoakan baikbaik samawa kepada temantemanku yang sudah menikah dari lubuk hati yang ikhlas yang padahal orang yang mendoakan ini kepikiran nikah aja engga hehehe yang ada insecure dan trauma,trauma masa lalu
alhamdulillah terjawab sudah stlh trauma parah allah lgsg jawab doa diperjuangin ugalugalan sampai menikah syg sm keluargaku jd temen ayah main catur aku udh usahain sampai kamu senyum lagi gak biarin km nangis aku ga ikhlas klo km nangis krn org lain,trauma masa lalu
engga aku liat mamaku yang menikah lagi setelah ayah ku meninggal aja rasanya aku trauma banget mamaku mau cerai aja sekarang susah mamaku punya rasa ketakutan yang ga bisa di ceritain karena suaminya ini suka mengancam mau bunuh dan mengirimkan hal ghoib,takut gagal membangun keluarga
mending d gugurin aja sih kataku daripada adiknya trauma berkepanjangan aku malah lebih takut si adek jadi dewasa dgn trauma jika dia punya anak anaknya akan mirip ayahnya itu lebih mengerikan jika dia menikah dan traumanya g hilang,trauma masa lalu
pelaku pemerkosaan jika sudah menikah harusnya dihukum mati dirajam tapi ada saja yang cari alasan untuk menolaknya pemerkosaan terus aja terjadi dengan meninggalkan trauma dan kesedihan bagi korbannya,trauma masa lalu
hanya karena ortunya baik anaknya ketika besar tidak ingin menikah atau punya trauma hubungan dianggap tak tau diri ngk semua yg terlihat baik itu benarbenar baik,trauma masa lalu
dan temen aku pun sama pdahal udh menikah tp masih suka nangis kadang karena dia benci tidk bisa bersuara tdk bs melawan makanya aku bilang dengan cuma diam kita yg korban merasakan trauma dan menyesal tdk berbuat apa,tidak percaya pasangan
aku gak papa jikalau menikah sama yang beda agama soalnya yang se agama dan se alim itu masih jadi trauma,trauma masa lalu
efek selingkuh ini luar biasa besar ke anak bisa menyebabkan seseorang trauma seumur hidup bahkan sicide saking ga kuatnyamakanya hukum islam buat pezina yg sudah menikah adalah dirajam ditanam hiduplempar batu sampe mokaddsupaya pada takut selingkuh,trauma masa lalu
baca dong tweet nya van dia secara gak langsung nyamain kalo orang yg memilih gak menikah karna takut pasti pacaran zina hamil dsb jangan digeneralisir dong gak semua orang yg gak menikah memilih buat berzina ada yg emang punya trauma mendalam,tidak percaya pasangan
orang tua gua ga buru buru mau jodohin gt kok cm krn gua depresi dan blg gabakal menikah krn trauma disisi lain gua ga kesel ke mereka krn gua jadiin itu sebuah kesempatan utk mempermudah gua ngurus perkuliahan disana nantinya,tekanan sosial
ada kelainan seksual atau trauma masa lalu waktu pacaran gimana ada pegang pegangan gak ada sentuhan gak diam pengen cium dan mesra mesraan kalau stlah menikah masih sama ya kemungkinan bukan heteroseksual trus apakah dia pernah melirik kagum kaum sesama jenis coba tes,trauma masa lalu
dia bener ngga tertarik sejak awal menikah ya ini bukan karna setelah lahiran soalnya kalo ngga salah pernah baca ada yg suaminya ngga bergairah lagi karna takut dan trauma setelah liat istrinya lahiran,tidak percaya pasangan
i know it it must be another love scams aku pernah menikah dan istriku meninggal kecelakaan saat sedang vc jadi skrng aku trauma kalau mau vc oh come on,trauma masa lalu
denger kabar kalo ex mau menikah gue kayak ngerasa ko lo bisa secepet itu sedangkan gue disini masih coba berjalan pelan pelan dan lagi trauma yang lo tinggalin buat gue segede itu,trauma masa lalu
banyak yang takut menikah bukan karena gak ingin tapi karena trauma masa lalu yang belum selesai hypnotherapy,trauma masa lalu
yes aku gk akan nikah sampe semua hutang keluargaku selesai ibuku juga setuju dengan itu karena menikah harus dalam posisi aku sudah selesai dengan diriku sendiri dan keluarga trauma wkwk,trauma masa lalu
kalau cita kamu jadi irt itu sangat mulia mba dan ga semua orang bisa saranku stop krn visi aja udah beda aku kenal orang yg emang citanya irt karena trauma kesepian masa kecil dan menikah karena suaminya juga mau istri yg di rumah akhirnya tetap diratukan kok istrinya,tekanan sosial
aku juga punya tujuan untuk menikah seperti wanita lain hanya saja trauma ku membuat ku takut untuk menikah lagi,trauma masa lalu
sebelum menikah pernah punya trauma terhadap marriage life ga seperti melihat orang tua kalian misalkan yg berimbas ke kalian lalu gimana kalian bisa akhirnya yakin buat mantepin hati kalau kalian akan menikah,trauma masa lalu
itu alasan utama saya lama untuk memutuskan menikah karena ada trauma mendalam keluarga pernah dihinakan dendam saya alihkan ke positif rumah lu di komplek elit itu at least gw juga bisa punya di komplek itu baru kepikiran menikah menikahpun langsung cari restu ortunya,trauma masa lalu
selamat hari buku buku dari ka meilinda sutanto kaaa membahas tentang trauma antar generasi dan cara menyembuhkan cocok banget dibaca sebelum memutuskan menikah,trauma masa lalu
in this situation gue sih lebih memilih untuk ga menikah yaa nder wkwk karna apa yaa ya maybe gue punya trauma sendiri sama yang namanya pernikahan terutama pernikahan orang tua itulah kenapa gue ga yakin kalo gue bisa ngejalanin yang namanya pernikahan,trauma masa lalu
blm resmi jd mantan tapi udah ngasih trauma teramat sangat besar sampe pernah berprinsip gamau punya pasangan lg gamau nikah lagi seumur hidup mau nge jomblo aja being a single mom dan janda kembang wqwq,trauma masa lalu
trauma banget dan kejadiannya di umur yang udh mateng buat nikah thn,trauma masa lalu
pas kejebak toxic relationship bingung handle my childhood trauma pas di verbal abuse sm mantan pas udah putus bingung caranya move on krna gagal nikah ada suicide thoughts hilang minat udh self harm barcode bingung caranya maafin orang tua langganan ga tuh,trauma masa lalu
anjirrr yaallah aku trauma bgt udah ah langsung nikah ajaa deh kayanya,trauma masa lalu
ada bgt yg kemarin baru nikah noh yg bikin trauma thn terakhir wkwkwk,trauma masa lalu
perempuan skrg kan gitu yg gamau nikah aja banyak apalagi sampai nikah dua kali trauma dia lebi nyaman juga sama dildo,trauma masa lalu
nikah sama orang yg belum selesai sama masa lalunya digangguin your husbands ex tuntutan dari eyang blm lagi keluarga suami yg bermitra sama someone so called ayah dan bikin recalling your trauma and now this narasi shit maaf ini readers jg kena mentalnya,trauma masa lalu
apa aku gausah nikah aja ya ini pertanyaan yg sering muncul di kepala terlepas dari semua sakit trauma yg aku rasain yg sakitnya ga bisa aku ceritain ke orang lain bahkan ke org yg paling deket sekalipun mungkin ini terlalu berlebihan buat orang yg ga ngerasain yg aku rasain,trauma masa lalu
rafayel di tuh ada trust issue hampir trauma sama nikah soalnya tapi damn blud did it againn,trauma masa lalu
oke moonjung dah nikah berarti aman dong yaaa jangan ada lagi trauma antara kita,tekanan sosial
batal x hasilnya trauma bapak mending ga nikah,trauma masa lalu
that one wp yg mana cewenya udh di grapa grepe tiap malam sama kakaknya sendiri sampe trauma kali hampir di perkaos tp diselamatin sm second lead ujung nya dia milih di perkaos drpd di bunbun tapiii abis itu mau bundir jg tp ujungnya dia ttp nikah sm kakaknya,trauma masa lalu
bisa nikah ga ya suatu hari nanti bisa ngerasain dicintai sama cowo tulus ga ya dengan tanggung jawab dan trauma sebanyak ini,trauma masa lalu
nikah dg orang yg tepat itu gabungin resource baik hartabendapikiran enak jalaninnya tp kl salah cape hatibuang uang yg paling rugi yg plg byk buang resourcenya yg ga bahagia biasanya ngajak org lain buat ikut trauma,trauma masa lalu
somehow w kgn ex bf w dah i learned so many things in life from him including jangan berlindung dibawah trauma kamu sendiri orang lain juga berusaha sembuh dari traumanya boomtp kl lanjut tkt diajak nikah gmw gumawo,trauma masa lalu
el kasian banget sih lu gustiii tapi ya gimana jadi dean juga lebih kasiangimana g keseluda tau trauma ttg perjodohan masih ajaaaa pak tara juga lu ikut andil yaaa tua bangkaael ajak nikah ajaaa elkeburu tu perut makin buncit pliiisss,trauma masa lalu
dulu tuh ngebet keknyaa mending nikah aja deh sekarang lebih kek harusnya emang damai dulu sama diri sendiri sebelum ngajak orang ke hidup ini apalagi setelah tau banyaaak trauma yang belum selesai juga,trauma masa lalu
ini drama bagus banget meskipun waktu scene suaminya nikah lagi rada takut trauma drama raja kebanyakan selir cocok buat ditonton kalo cari drama yang ringan dan positif,trauma masa lalu
sama sama ngedate nonton agak laen tp yg outcomenya mo nikah yg trauma aku,trauma masa lalu
nyuruh cepet nikah tapi left me with financial trauma dumbasses,trauma masa lalu
sebenernya gue trauma liat yg sweet begini klo ujung ny karam tapi kek ny zeenunew gx mungkin apalgi si nunu yg gx mungkin suka cwe tapi klo hia ya masih ada lah klo mau nikah ama cwe,trauma masa lalu
aku gamau pacaran lagi aku gamau kenal orang baru aku gamau nikah aku cuma mau nyembuhin trauma dan luka ku sendiri aku ga butuh orang lain lagi aku butuh diriku balik utuh lagi tanpa rasa sakit kaya gini,trauma masa lalu
aku nangis liat orang cerai kayaakk ga kebayang sakit dan hancurnya gmn putus cinta pas pacaran aja sakit bgt bahkan bisa sampe trauma apalagi kalau udh nikah yg udah punya anak biasanya bareng tbtb misah,trauma masa lalu
kemaren pas pulang ngumpul sama ke adeku bahas nikah wkwkwk ngomongin parenting trus harus hati hati milih pasangan luka trauma dll gong nya adeku yang kelas sd dengerin dan paham,tekanan sosial
kalau mimpi aku dijadiin cerita au bakal gimana ya aku udah mo nikah sama crush terus lagi beresberes rumah dan berkas tautau nemu buku nikah dan ternyata itu buku nikah aku sama orang lain ternyata aku pernah nikah sebelumnya tapi ditinggalin gitu aja bikin aku traumaptsd,tekanan sosial
pernah lah sampe udah speak up ke keluarga sama temen dan rata pada marahin sampe akhirnya malah dijodohin sama temennya temenku dari situ yg awalnya trauma nikah gara liat orang sekitar malah jadi alhamdulillah gue mau nikah dan ketemu orang yg tepat,trauma masa lalu
jauhin aja nder daripada nambah trauma baru ye kan lagian baru pacar kok udh ngasih duit emg udh calon suami kalau calon suami agak masuk akal krna buat nabung nikah lah ini pacar jg bukan takutnya nambah trauma aja sih nder nanti kmu dibilang matre atau apa kek berbau duit,trauma masa lalu
trauma anaknya kawin lari pas sekolah gue cucu pertama selalu dibilang ga boleh pacaran pas kuliah ada temen cewe ke rumah selalu ditandai untung bisa nikah meskipun hampir kepala,tekanan sosial
entah udah berapa perempuan di luar sana yang berharap ibunya gak nikah sama ayahnya and it means banyak lakilaki brengsek yang dengan sadar ngelakuin halhal keji ke istrinya yang bahkan bikin anaknya ikutan trauma,trauma masa lalu
terus beberapa hari setelah nikah rumahnya kena teror kek ada pembunuh gitu si cewek sdh melihat kalo pembunuh itu bertopeng badut dan pelayan dirumah itu pada di bunuh mansion nya penuh dengan darah hingga bikin dia trauma,trauma masa lalu
ya pengen ya blm pengen pengen karena capek banget hidup di rumah pengen kabur dan keluar dari rumah lewat nikah soalnya merantau ga di izinin belum pengen karena belum siap mental ngeliat keadaan rumah sendiri yang broken jadi punya trauma tersendiri,trauma masa lalu
annenya gak mau nikah kak karna trauma sama mantannya kalo gaksalah sementara moja pernah kelepasan ngomongin soal rencana pernikahan cmiiw,trauma masa lalu
selain doa itu kaka lakuin apa kak sedekah subuh sholawat apa aj brp kali aku ada trauma sama ayah jdi takut nikah pengen bgt nikah cuma takut anak aku punya trauma besar kek aku dan takut anak ku punya rasa ingin bunuh diri tolong tips nya kak memohon sgt maksa,trauma masa lalu
kaka dulu bisa dapet suami kaya gini hal apa aja yg kaka lakuin sebelum nikah berdoa seperti apa kalimat hal baik apa aja kak sedekah subuh kah sholawat apa yg dibaca solat apa aj kak soalnya aku ada trauma sama ayah sendiri mohon tips nya kak memaksa info,trauma masa lalu
chia callum bakal ada trauma buat nikah atau kalau nanti oddie hamil apa dia bakal muncul ketakutan lagi fyi the latter,trauma masa lalu
kasihan temen w udah besar gk ada figure sosok ayah pas nikah berharap lakinya bisa jadi lakilaki tempat dia bersandar eh malah nambah trauma,trauma masa lalu
tadinya ga kepikiran bahkan cenderung masih trauma buat nikah lagi but now i met him and i started daydreaming about being his wife,trauma masa lalu
gak bisa kayaknya kalau gak singgung masalah anak hamil dsb gw sdh muak tau trauma gak aahhh pasti gak tau krn kalau nikah blm punya anak itu aib tp kalau selingkuh itu bukan aib wkwkw telaso gk bakal gw maafin namanya sudah tua justru sdh tua harusnya bisa paham,tidak percaya pasangan
jgn pada gila nikah dah gw aja trauma,trauma masa lalu
ngga soalnya aku kan emang ga mau nikah marriage is scary cukup jadi penonton aja udah trauma aku wkwkwk,trauma masa lalu
gua pwenah nyeplos gini emg siapa yg mau nikah mak gua langsung nangis jir katanya gagal besarin gue pdhl mah yg bikin trauma ama laki ya bapak gua alias suaminya ndiri,takut gagal membangun keluarga
thefirstnightwiththeduke please scene mereka nikah terus punya anak durasiny panjangin yaaa trauma sama the haunted palace durasi ending bahaginya cuman secuil,trauma masa lalu
trauma ga usah nikah aja kali ya,tekanan sosial
trauma itu hal yang gabakal bisa hilang menurutku apalagi soal pelecehan aku semenjak mamaku nikah lagi waktu aku kelas aku awalnya seneng karena punya ayah baru tapi ternyata malah jadi sumber trauma mulai dari kelas sd dia suka masuk kamarku dan raba raba aku,trauma masa lalu
nder punya trauma apa segitu nya lhooo padahal awal nikah jelas banget yg keliatan baikbaik ini kok lo nya udah kayak gini sejak awal emng ngga demen keluarga laki lo kah,trauma masa lalu
pasti kau may dluan nikah fak anak se trauma ini sama rumah tangga ortu di bilang nikah,trauma masa lalu
udah berada di titik gk mau nikah gk mau punya anak karena gk mau orang lain ngerasain sakit dan trauma gak mau ngewarisin trauma ke anak gk mau jadi sumber rasa sakit buat orang lain,tidak ingin menikah
duaduanya punya trauma masing trs tbtb jd bareng krn nikah kontrak trs emosionalnya per karakternya dapet pol,trauma masa lalu
lah aku malah ga ngeposting pacarku soale ganteng nder trauma ketikung njir jd cukup tak simpen di galeri sampe waktunya nikah baru ku posting semua kemesraan ini,trauma masa lalu
orang yg pny trauma nikah kontrak,tekanan sosial
ih aku lupa au yg mana yaa ituu ceritanya sunsun mantanan trs trnyt jd sugdad trs ternyata hun masi ngejar sun n menghilangkan trauma sun trs ujungnya nikah aku lupa pdhl aku suka hueeee apa kakaknya lg deact ya,trauma masa lalu
beneran aq smp trauma selama thn sm yg namanya laki nggak mau pacaran alhamdulillah ketemu suami cm bln sama langsung nikah,trauma masa lalu
nda mau nikah trauma sm cowo,tekanan sosial
bang gue baru buka x udh di suguhin berita ada dua cowok nikah anjg gw trauma buka x stresss semua stress gue stres yg baca stress yg nikah strresss,trauma masa lalu
first dari iksun sama junwan dari iksun yang dapet lelaki modelan mantan nya itu yg bikin dia trauma trs dia tbtb dapet junwan yang walaupun iksun gamau nikah dia mau tetep pacaran aja sama iksun sampe kapanpun karna dia cuman mau sama iksun aja walaupun sempet,trauma masa lalu
haha bisa dong gue tambahin jadi top buat berdasarkan data lebih dalam ini updatenya film nonstop nikah deep talk emoji rants venting gila rokok trauma,trauma masa lalu
iyaaa hahaha dan opini orangorang berselancar bahwa salman trauma nikah sampai sekarang karena hal ini cocoklogi yg maksa tapi kelihatan seperti fakta,trauma masa lalu
astaghfirullah ortunya kok gitu ya mending dilaporin ke polisi aja mana sm minor lagi anaknya di obatin trauma dlu napa gak kebayang gimana perasaan anaknya kasus pelecehan aja bnyak yg trauma smpe gak mau nikah lah ini diperkaos gitu,tekanan sosial
kek i have a lot of trauma back then dan tiap deket ama cowo lagi before mine now ya kek gabisa aja semua dan alhasil malah nge ghosting tapi dari semua yg masih chattan cuma ama si fred sih tetep kekeh ngajak nikah dari kwkwkw,trauma masa lalu
setujuu itulah alasannya knp blm mau nikah di usia thn ini walaupun bnyak tmn nikah ala kadarnya yg penting dpt pasangan gue sendiri merasakan trauma sebagai gen sandwich yg ga bisa lepas pengen rasanya pergi jauh ke ln biar gak punya keluarga lagi,trauma masa lalu
ce aku lg nonton trauma code nunjukkin juji ohh iya bagus itu dia pernah main sama itu kan cewe mungil kayak si itu siapa sih ra ra main back back come back to me memutar otak hah itu yang nikah sama asistennya real apa drama benerann jang nara iyaa,tekanan sosial
gak nikah trauma,tekanan sosial
trs habis nikah apa trauma sad end,trauma masa lalu
sebelum saya jawab pertanyaan mba mba sendiri udah nikah kalo nemu kasus yg saya tanyakan di base kira mba pengen jawaban seperti apa dari lakilaki tersebut soalnya percuma saya jawab apapun juga mba pasti gakan mau percaya sih misal mba punya trauma semoga sembuh ya,tidak percaya pasangan
aku ngerti sih kenapa kamu mungkin enggan atau ngga niat buat nikah itu hak kamu mungkin kamu juga punya trauma atau hal lainnya intinya ngga semua pernikahan tuh indah jangan dilihat sisi keindahan satu doang intinya kalo kamu merasa bahagia sendiri ya ngga masalah,trauma masa lalu
wkwkwk aku sampe blg sm suamiku tau gitu dulu gausah nikah kalo ternyata diginiin suami baik sih cuma kalo ngadepin mertua ga dulu mertua ku bener trigger trauma dan sampe bikin aku blg ke psikiater kalo misalnpisah pun aku gamau nikah lg krn trauma,trauma masa lalu
ada tapi menurutku nikah bukan cuma soal umur banyak yang di umur itu masih fokus ke karier healing dari trauma masa lalu atau emang belum nemu yang pas selama mereka happy jalanin hidup dengan sadar ya why not,trauma masa lalu
jangan woy kenali dulu cari tau layar belakang nya tu cowok ada red flag ga soalnya nyokap gue udah jadi korban awalnya di kenalin tetangga cowoknya keliatan alim baik gitu eh setelah nikah baru ketauan busuknya nah sekarang nyokap gue udah trauma nikah,trauma masa lalu
mba kalo tau cowoknya pernah bully cewek sampe tuh cewek trauma gimana ya masih mau nikah sama tuh,trauma masa lalu
untung udh ga begitu tolol sebelum nikah,tekanan sosial
belajar agama gua udah mulai berdamai dengan yg namanya laki dan mutusin untuk mau nikah juga ninggalin feminisme trauma iya masih trauma banget ini badan kalo sama dia gua masih takut dan gemeter kalo tau dia marah masih kerasa pukulannya sampe sekarang sampe gua pun,trauma masa lalu
pukulan itu baru berakhir pas gua udah nikah dan punya suami buat ngelindungin gua dia siap pasang badan katanya kalo gua mau dipukulin lagi tapi apakah itu bikin gua jadi benci dan trauma sama cowo dulu sempet benci sama cowo dan berakhir jadi feminist tapi setelah,tekanan sosial
lah kok iso trauma kan durung tau nikah,trauma masa lalu
gua trauma sm nikah nikah begini,tekanan sosial
tiba nglindur maaaa sudah to jangan cium terooos wkwkwkwk trauma kecupan maut ya anda masih lama lho kek gini by minimal sampe kamu nikah besok,trauma masa lalu
ga mau kenal laki laki lagi gue gue jadi kayak trauma nikah,trauma masa lalu
wkwk skrg udh nikah udh bisa punya atm sendiri trauma nabung di celengan,trauma masa lalu
kenapa ya org ga mau nikah dan punya anak disangkutin sm trauma knp ga bisa nerima alasan simple kaya mau hidup bebas dr tanggung jawab,trauma masa lalu
gausa ngajak aku nikah nikah trauma besar ndelok bapakku dewe,trauma masa lalu
gamau bahas ini sebenernya masih trauma bjil tapi di bayanganku mereka buka coffe shop terus nikah punya anak lucu se lucu ceri anaknya aouboom memoirofratiep aouboom,trauma masa lalu
ya tinggal bilang biaya aku semua karena itu mimpiku nikah sekali seumur hidup masa iya gak kamu kabulin atau kamu kepikiran buat cerain aku ya btw dia ada trauma nampaknya dia ambil hutang juga desakan pihak cewek gak sih jadi yaaaa udah resiko lu mau sama duda berpengalaman,trauma masa lalu
padahal malah kadang ketika aku bilang aku ga pengen nikah dan punya anak tu krna aku sadar kemampuanku terbatas aku gamau jadi beban baru di kehidupan org lain tapi malah dianggap merendahkan kaum lainlah dituduh punya trauma dan lukalah blah blah,tekanan sosial
napa dia ga ikut jaga ke jepang aja si dia masih trauma yang berantem di sana kah ayolah jeve plss nikah di sana ga seburuk itu kok,trauma masa lalu
pola beginian tuh kalo gak sampe ngw ya nikah tapi nikah pun si ceweknya malah struggle malahan survive sendiri kasian jadinya membuat trauma pada diri sendiri dan menurunkan trauma pada anak sendiri,tidak percaya pasangan
rl kalian ada ga sih yg sebenernya pingin nikah dan ada bayangan punya keluarga yg bahagia tp krn beberapa hal termasuk trauma buat kalian malah takut utk menikah aku tahun sbnernya blm ada keinginan utk menikah gmn ya kalau semisal ditanya sama keluarga trs,trauma masa lalu
lebih trauma mana sama hampir nikah tapi calonnya nyebur sungai,trauma masa lalu
duh anjir ada momen nikah nya gini trauma nih gue ah,trauma masa lalu
huffttt iyaaa berat bgt yg satu sakit karna ceweknya nikah sama bpk nya yg satu trauma nya gede dan belum tau karna apa yg pasti sama trauma karna bpk nya,trauma masa lalu
nggak kan yuan cacat dia gitu trauma lagi mereja nikah kok cuma endingnya kayak ngegantung tapi katanya sad ending emang pas baca novelnya sad ending kak yuan milih sword kaena gak sanggup nahan traumanya dan si cewek nyusul,trauma masa lalu
trauma sama kdrt mah bikin orang males nikah kalo childfree mah mostly gegara ekonomi woy sadar diri napa,alasan ekonomi
ke sp jiwa atau ngga ini kita bicara kalau emang ga waras krn memang dibikin ga waras sana keadaan bukan krn emang awalnya nikah udah ga waras jalan nya panjang untuk terapi karena itu bertahun beban trauma depresi yang ga di address,tekanan sosial
trauma di tinggal nikah,tekanan sosial
temen gue sampai tanya kenapa tiba jadi mau nikah padahal dulu selalu bilang kalo gak mau gue juga gak tau gue masih trauma sama laki tapi di dalam hati gue masih ada sedikit ruang yg sekarang membesar ruang keinginan gue untuk jadi ibu,tekanan sosial
sialnya gua beneran punya trauma soal pernikahan gua mau nikah tp gua trauma grgr liat ortu,trauma masa lalu
adekku teh si avan yang anaknya pak dahlan mau nikah sabtu ngundang kita semua aku dimana adekku kadudampit wkwkwkwkwkwk satu ruangan ketawa soalnya aku trauma sama kadudampit pernah nyasar jam,trauma masa lalu
sampai mak gw sempat masuk rsj sblm akhirnya nikah sama bapak gw dan kakek gw smpk bunuh diri karena selalu menginggat kejadian itu klo lu manusia pasti bakal sakit hati klo keluarga lu di perlakuin kek gty dan smpk skrng mak gw msh trauma sama yang namanya huana pribumi,trauma masa lalu
kalau mau karena pasangan doang mah nikah aja sama yg sebatang kara jangan cari yg ada keluarganya mau gimana pun keluarganya yg dulu yg nemenin pasangan lu kalau lu trust issue ama orang dan trauma ya jangan nikah anjir sembuhin dirilu sendiri dah aneh banget,tidak percaya pasangan
gua kan sebut aja ada trauma terkait marriage makanya gamau nikahtapi kalo ngelihat bentukan gua yg kek gini tuh sbnrnya gua butuh nikah tp takut salah pasangan kmrn tuh reels ig lewat video nikah nadin juga dilamar huhuu kayanya seneng deh bisa ketemu sm orang yang tepat,trauma masa lalu
aku jg ke mmku gamau nikah karna trauma ngeliat orgtua tkt bgt slh psngn akhirnya aku nikah entah doa mmku yg mana yg allah kabulin smpe mmku seneng bgtt aku jg diperlakukan baik bgt sm suami dan keluarganya wktu it aku serahin smua ke allah percaya sm allah ksh yg trbaik,tekanan sosial
aku dulu sering blng gt soalnya punya trauma sm cowok dulu pas kecil smp kuliah sering kena pelecehan tp akhirnya nikah jg kok di umur dan dulu target nikahku jg umur udah nyoba mau kenalan sm cowok blm posthink aja menurutku bukan grgr itu kok nder gpp bgt malah kalo,trauma masa lalu
kaga ngapain lagi lu mikirin dia buat stress aja anjing lagian ada trauma wanita kok bisa bisanya ngajak nikah terus doi ngilang ujung ujungnya malah buat wanita lain trauma,trauma masa lalu
buat nikah mungkin oke masih mungkin gua bakal lakuin kalo punya anak gua kek udah gamau gua takut gua trauma kenapa keluarga gua gaada yang mau paham kalo misal gua takut buat punya anak gua malah diomelin seolah itu hal wajib idih,tekanan sosial
gua jadi trauma buat punya anak demi allah gua jadi ga mau punya anak tapi gimana gua jelasin ke keluarga gua mereka ngarep gua nanti bisa nikah dan punya anak sedangkan sekaranh gua lagi kepikiran gimana nantinya gua bisa kerja bisa biayain adekadek gua sekolah,trauma masa lalu
minyas aku masih inget tau yang kakak sama princess putus terus princess nikah sama jiung terus princess bikin label clothing ya kalo ga iya amour minta maaf di atas materai ya akunya minta maaf sebesarbesarnya karena udah bikin kamu trauma,trauma masa lalu
